id,chain_len,distances
5978,7,"[484, 694, 12, 66, 11, 11]"
5989,12,"[271, 213, 2, 1, 0, 1, 3, 3, 8, 1, 0]"
5990,3,"[303, 1782]"
5994,127,"[303, 0, 395, 55, 3, 50, 60, 49, 1, 6, 7, 996, 59, 34, 51, 3, 31, 19, 4, 55, 7, 24, 136, 109, 2, 11, 28, 1178, 16, 475, 62, 41, 1, 1, 1, 1, 14, 7, 755, 33, 135, 7, 78, 201, 3, 48, 1, 1604, 27, 52, 2, 59, 61, 2, 108, 6, 221, 85, 304, 2, 299, 112, 1, 535, 2, 1, 0, 1, 2, 1, 1, 3, 26, 31, 1, 56, 0, 0, 2, 1, 4, 1, 7, 2, 1, 63, 6, 6, 41, 1, 6, 11, 6, 3, 2, 3, 4, 1, 1, 0, 10, 1, 6, 6, 6, 6, 34, 6, 6, 6, 29, 2, 6, 6, 32, 7, 0, 3, 6, 6, 2, 6, 2, 3, 26, 2]"
6421,35,"[484, 117, 1, 2, 1, 4, 4, 11, 2, 0, 26, 149, 262, 1, 4, 2, 12, 0, 6, 6, 6, 7, 20, 25, 2, 5, 5, 1, 1, 0, 21, 0, 16, 16]"
6051,10,"[484, 1170, 23, 0, 45, 0, 1, 0, 8]"
6075,5,"[273, 317, 19, 0]"
6085,10,"[273, 208, 29, 29, 57, 36, 14, 22, 2048]"
6152,9,"[303, 2810, 65, 270, 586, 48, 0, 212]"
6207,253,"[303, 0, 395, 55, 3, 50, 60, 49, 1, 6, 7, 996, 59, 34, 51, 3, 31, 19, 4, 55, 7, 24, 136, 109, 2, 11, 28, 1178, 16, 475, 62, 41, 1, 1, 1, 1, 14, 7, 755, 33, 135, 7, 78, 201, 3, 48, 1, 1604, 27, 52, 2, 59, 61, 2, 108, 6, 221, 85, 304, 2, 299, 112, 1, 535, 2, 1, 0, 1, 2, 1, 1, 3, 26, 31, 1, 56, 0, 0, 2, 1, 4, 1, 7, 2, 1, 63, 6, 6, 41, 1, 6, 11, 6, 3, 2, 3, 4, 1, 1, 0, 10, 1, 6, 6, 6, 6, 34, 6, 6, 6, 29, 2, 6, 6, 32, 7, 0, 3, 6, 6, 2, 6, 2, 3, 26, 54, 10, 2, 331, 1, 1, 6, 4, 0, 1, 0, 1, 2, 0, 7, 1, 1, 1, 0, 2, 1, 1, 1, 2, 5, 1, 2, 14, 4, 16, 13, 296, 1, 66, 131, 6, 4, 4, 0, 2, 2, 0, 59, 4, 12, 0, 8, 2, 494, 19, 2, 4, 45, 1, 1, 2, 2, 3, 1, 1, 2, 4, 8, 16, 82, 3, 2, 5, 13, 13, 11, 1, 43, 4, 4, 35, 102, 30, 158, 94, 139, 8, 1, 1, 1, 1, 398, 16, 3, 328, 6, 2, 1, 1, 1, 2, 1, 1, 3, 115, 6, 6, 1, 38, 1, 1, 394, 1, 395, 19, 2, 1, 1, 20, 2, 1, 1, 9, 1, 44, 0, 1, 7, 1, 1, 488, 0]"
6570,247,"[303, 0, 395, 55, 3, 50, 60, 49, 1, 6, 7, 996, 59, 34, 51, 3, 31, 19, 4, 55, 7, 24, 136, 109, 2, 11, 28, 1178, 16, 475, 62, 41, 1, 1, 1, 1, 14, 7, 755, 33, 135, 7, 78, 201, 3, 48, 1, 1604, 27, 52, 2, 59, 61, 2, 108, 6, 221, 85, 304, 2, 299, 112, 1, 535, 2, 1, 0, 1, 2, 1, 1, 3, 26, 31, 1, 56, 0, 0, 2, 1, 4, 1, 7, 2, 1, 63, 6, 6, 41, 1, 6, 11, 6, 3, 2, 3, 4, 1, 1, 0, 10, 1, 6, 6, 6, 6, 34, 6, 6, 6, 29, 2, 6, 6, 32, 7, 0, 3, 6, 6, 2, 6, 2, 3, 26, 54, 10, 2, 331, 1, 1, 6, 4, 0, 1, 0, 1, 2, 0, 7, 1, 1, 1, 0, 2, 1, 1, 1, 2, 5, 1, 2, 14, 4, 16, 13, 296, 1, 66, 131, 6, 4, 4, 0, 2, 2, 0, 59, 4, 12, 0, 8, 2, 494, 19, 2, 4, 45, 1, 1, 2, 2, 3, 1, 1, 2, 4, 8, 16, 82, 3, 2, 5, 13, 13, 11, 1, 43, 4, 4, 35, 102, 30, 158, 94, 139, 8, 1, 1, 1, 1, 398, 16, 3, 328, 6, 2, 1, 1, 1, 2, 1, 1, 3, 115, 6, 6, 1, 38, 1, 1, 394, 1, 395, 19, 2, 1, 1, 20, 2, 1, 1, 0, 21, 141, 0]"
6224,253,"[303, 0, 395, 55, 3, 50, 60, 49, 1, 6, 7, 996, 59, 34, 51, 3, 31, 19, 4, 55, 7, 24, 136, 109, 2, 11, 28, 1178, 16, 475, 62, 41, 1, 1, 1, 1, 14, 7, 755, 33, 135, 7, 78, 201, 3, 48, 1, 1604, 27, 52, 2, 59, 61, 2, 108, 6, 221, 85, 304, 2, 299, 112, 1, 535, 2, 1, 0, 1, 2, 1, 1, 3, 26, 31, 1, 56, 0, 0, 2, 1, 4, 1, 7, 2, 1, 63, 6, 6, 41, 1, 6, 11, 6, 3, 2, 3, 4, 1, 1, 0, 10, 1, 6, 6, 6, 6, 34, 6, 6, 6, 29, 2, 6, 6, 32, 7, 0, 3, 6, 6, 2, 6, 2, 3, 26, 54, 10, 2, 331, 1, 1, 6, 4, 0, 1, 0, 1, 2, 0, 7, 1, 1, 1, 0, 2, 1, 1, 1, 2, 5, 1, 2, 14, 4, 16, 13, 296, 1, 66, 131, 6, 4, 4, 0, 2, 2, 0, 59, 4, 12, 0, 8, 2, 494, 19, 2, 4, 45, 1, 1, 2, 2, 3, 1, 1, 2, 4, 8, 16, 82, 3, 2, 5, 13, 13, 11, 1, 43, 4, 4, 35, 102, 30, 158, 94, 139, 8, 1, 1, 1, 1, 398, 16, 3, 328, 6, 2, 1, 1, 1, 2, 1, 1, 3, 115, 6, 6, 1, 38, 1, 1, 394, 1, 395, 19, 2, 1, 1, 20, 2, 1, 1, 0, 21, 141, 29, 6, 21, 3, 2, 2, 2]"
6237,67,"[484, 433, 2, 4, 7, 20, 16, 0, 1, 14, 0, 5, 62, 29, 0, 0, 14, 0, 4, 54, 2, 14, 2, 2, 16, 2, 1, 2, 4, 23, 1, 19, 12, 12, 2, 2, 2, 7, 0, 0, 0, 10, 2, 8, 1, 27, 5, 3, 5, 30, 2, 4, 0, 2, 1, 2, 6, 3, 34, 35, 0, 3, 2, 2, 0, 0]"
6255,265,"[303, 0, 395, 55, 3, 50, 60, 49, 1, 6, 7, 996, 59, 34, 51, 3, 31, 19, 4, 55, 7, 24, 136, 109, 2, 11, 28, 1178, 16, 475, 62, 41, 1, 1, 1, 1, 14, 7, 755, 33, 135, 7, 78, 201, 3, 48, 1, 1604, 27, 52, 2, 59, 61, 2, 108, 6, 221, 85, 304, 2, 299, 112, 1, 535, 2, 1, 0, 1, 2, 1, 1, 3, 26, 31, 1, 56, 0, 0, 2, 1, 4, 1, 7, 2, 1, 63, 6, 6, 41, 1, 6, 11, 6, 3, 2, 3, 4, 1, 1, 0, 10, 1, 6, 6, 6, 6, 34, 6, 6, 6, 29, 2, 6, 6, 32, 7, 0, 3, 6, 6, 2, 6, 2, 3, 26, 54, 10, 2, 331, 1, 1, 6, 4, 0, 1, 0, 1, 2, 0, 7, 1, 1, 1, 0, 2, 1, 1, 1, 2, 5, 1, 2, 14, 4, 16, 13, 296, 1, 66, 131, 6, 4, 4, 0, 2, 2, 0, 59, 4, 12, 0, 8, 2, 494, 19, 2, 4, 45, 1, 1, 2, 2, 3, 1, 1, 2, 4, 8, 16, 82, 3, 2, 5, 13, 13, 11, 1, 43, 4, 4, 35, 102, 30, 158, 94, 139, 8, 1, 1, 1, 1, 398, 16, 3, 328, 6, 2, 1, 1, 1, 2, 1, 1, 3, 115, 6, 6, 1, 38, 1, 1, 394, 1, 395, 19, 2, 1, 1, 20, 2, 1, 1, 0, 21, 141, 0, 17, 11, 145, 2, 2, 1, 1, 2, 59, 3, 10, 1, 6, 1, 1, 3, 1, 2]"
6258,3,"[484, 774]"
6259,3,"[484, 774]"
6260,3,"[271, 187]"
6265,5,"[273, 205, 76, 0]"
6267,5,"[303, 2974, 49, 0]"
6269,3,"[239, 3007]"
6273,5,"[271, 357, 129, 0]"
6274,3,"[273, 271]"
6311,5,"[271, 357, 129, 0]"
6278,11,"[1, 1, 1, 1360, 213, 1526, 0, 5, 0, 0]"
6285,9,"[303, 256, 109, 1994, 4, 8, 4, 8]"
6302,7,"[484, 768, 54, 26, 0, 0]"
6294,7,"[484, 768, 54, 26, 0, 0]"
6316,3,"[273, 207]"
6945,314,"[303, 0, 395, 55, 3, 50, 60, 49, 1, 6, 7, 996, 59, 34, 51, 3, 31, 19, 4, 55, 7, 24, 136, 109, 2, 11, 28, 1178, 16, 475, 62, 41, 1, 1, 1, 1, 14, 7, 755, 33, 135, 7, 78, 201, 3, 48, 1, 1604, 27, 52, 2, 59, 61, 2, 108, 6, 221, 85, 304, 2, 299, 112, 1, 535, 2, 1, 0, 1, 2, 1, 1, 3, 26, 31, 1, 56, 0, 0, 2, 1, 4, 1, 7, 2, 1, 63, 6, 6, 41, 1, 6, 11, 6, 3, 2, 3, 4, 1, 1, 0, 10, 1, 6, 6, 6, 6, 34, 6, 6, 6, 29, 2, 6, 6, 32, 7, 0, 3, 6, 6, 2, 6, 2, 3, 26, 54, 10, 2, 331, 1, 1, 6, 4, 0, 1, 0, 1, 2, 0, 7, 1, 1, 1, 0, 2, 1, 1, 1, 2, 5, 1, 2, 14, 4, 16, 13, 296, 1, 66, 131, 6, 4, 4, 0, 2, 2, 0, 59, 4, 12, 0, 8, 2, 494, 19, 2, 4, 45, 1, 1, 2, 2, 3, 1, 1, 2, 4, 8, 16, 82, 3, 2, 5, 13, 13, 11, 1, 43, 4, 4, 35, 102, 30, 158, 94, 139, 8, 1, 1, 1, 1, 398, 16, 3, 328, 6, 2, 1, 1, 1, 2, 1, 1, 3, 115, 6, 6, 1, 38, 1, 1, 394, 1, 395, 19, 2, 1, 1, 20, 2, 1, 1, 0, 21, 141, 0, 17, 11, 145, 2, 2, 1, 1, 2, 59, 3, 10, 1, 6, 1, 1, 3, 7, 861, 4, 22, 18, 15, 2, 53, 8, 2, 13, 31, 8, 172, 40, 6, 2, 2, 26, 210, 6, 7, 1, 9, 0, 22, 30, 3, 198, 6, 6, 4, 4, 6, 9, 9, 11, 5, 1, 1, 3, 2, 1, 182, 4, 2, 1, 3, 44, 0, 0]"
6474,85,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 192, 191]"
6506,148,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 0]"
7282,159,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 0, 0, 0]"
6745,159,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 0, 0, 0]"
6536,160,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 0, 1, 1, 0]"
6537,158,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 0, 0]"
6538,158,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 0, 0]"
6551,159,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 0, 0, 0]"
6509,24,"[303, 1403, 214, 289, 4, 787, 1, 32, 1, 0, 45, 5, 10, 46, 0, 47, 147, 1, 5, 12, 0, 8, 0]"
6544,9,"[303, 0, 2788, 2, 0, 13, 0, 0]"
6517,161,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 0, 7, 5, 1, 1]"
6542,173,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 8, 93, 0, 4, 4, 4, 7, 1, 6, 1, 2, 201, 0, 2, 0, 30, 194]"
47924,9,"[92, 79, 0, 0, 62, 0, 0, 0]"
54426,9,"[92, 79, 0, 0, 62, 0, 0, 0]"
6593,8,"[92, 79, 0, 0, 62, 0, 0]"
24626,8,"[92, 79, 0, 0, 62, 0, 0]"
54294,9,"[92, 79, 0, 0, 62, 0, 0, 0]"
54365,9,"[92, 79, 0, 0, 62, 0, 0, 0]"
54321,10,"[92, 79, 0, 0, 62, 0, 0, 0, 0]"
54322,9,"[92, 79, 0, 0, 62, 0, 0, 0]"
47981,9,"[92, 79, 0, 0, 62, 0, 0, 0]"
54554,9,"[92, 79, 0, 0, 62, 0, 0, 0]"
6611,3,"[205, 0]"
54348,3,"[205, 0]"
6651,3,"[437, 0]"
54577,4,"[315, 34, 0]"
6650,4,"[315, 34, 0]"
11313,12,"[315, 34, 0, 621, 12, 238, 3, 0, 1, 1, 1]"
11306,9,"[315, 34, 0, 621, 12, 238, 3, 0]"
17317,9,"[315, 34, 0, 621, 12, 238, 3, 0]"
54643,9,"[315, 34, 0, 621, 12, 238, 3, 0]"
54560,9,"[315, 34, 0, 621, 12, 238, 3, 0]"
25186,13,"[315, 34, 0, 621, 12, 238, 3, 0, 6, 6, 1, 1]"
11309,11,"[315, 34, 0, 621, 12, 238, 3, 1, 1, 1]"
6590,6,"[484, 63, 14, 0, 5]"
6601,8,"[92, 79, 0, 0, 62, 0, 40]"
6602,16,"[92, 79, 0, 0, 62, 0, 0, 92, 34, 3, 1, 1, 64, 0, 6]"
6612,16,"[350, 1, 1, 25, 2, 22, 21, 2, 16, 2, 3, 3, 3, 0, 51]"
6619,5,"[484, 20, 4, 73]"
47489,10,"[72, 157, 26, 2, 0, 4, 181, 35, 2]"
6624,13,"[72, 157, 26, 2, 0, 4, 181, 35, 0, 0, 1, 1]"
23081,10,"[72, 157, 26, 2, 0, 4, 181, 35, 2]"
14616,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 1, 1]"
15407,11,"[72, 157, 26, 2, 0, 4, 181, 35, 0, 2]"
6643,10,"[205, 131, 12, 19, 18, 0, 179, 36, 42]"
6647,13,"[205, 139, 29, 165, 0, 6, 5, 12, 35, 6, 0, 1]"
6655,6,"[437, 179, 19, 6, 1]"
6671,5,"[484, 84, 0, 0]"
6666,11,"[189, 12, 137, 135, 1, 3, 3, 2, 13, 11]"
6670,5,"[484, 84, 18, 0]"
6688,19,"[484, 84, 0, 63, 25, 35, 5, 107, 1, 12, 89, 3, 26, 90, 1, 2, 4, 5]"
6699,29,"[484, 84, 0, 63, 25, 35, 5, 107, 1, 12, 89, 3, 26, 90, 1, 2, 4, 5, 2, 4, 68, 37, 8, 38, 152, 145, 144, 2]"
6720,172,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 0, 0, 0, 4, 13, 0, 10, 1, 2, 0, 6, 10, 1, 1, 1, 1]"
6728,13,"[276, 77, 0, 0, 0, 26, 0, 0, 2, 14, 20, 0]"
7285,161,"[303, 0, 6, 6, 36, 1, 2, 0, 2, 23, 6, 54, 2, 14, 262, 44, 2, 8, 6, 290, 81, 0, 572, 105, 0, 0, 22, 13, 0, 132, 3, 77, 2, 1, 1, 1, 26, 2, 509, 360, 6, 26, 21, 114, 0, 30, 47, 2, 6, 5, 5, 6, 6, 6, 74, 26, 11, 1, 41, 5, 127, 5, 5, 2, 5, 5, 2, 2, 2, 2, 2, 6, 194, 195, 14, 2, 28, 4, 2, 0, 4, 4, 2251, 2, 0, 2, 0, 19, 4, 8, 0, 19, 0, 17, 44, 107, 138, 1134, 228, 8, 188, 29, 6, 6, 6, 225, 91, 7, 15, 6, 0, 202, 1, 1, 1, 2, 2, 9, 1, 9, 1, 10, 1, 7, 4, 192, 2, 36, 2, 2, 25, 2, 1, 1, 0, 2, 3, 1, 14, 1, 1, 1, 23, 4, 12, 0, 218, 4, 2, 2, 2, 2, 3, 2, 4, 0, 0, 5, 3, 3]"
7305,321,"[303, 0, 395, 55, 3, 50, 60, 49, 1, 6, 7, 996, 59, 34, 51, 3, 31, 19, 4, 55, 7, 24, 136, 109, 2, 11, 28, 1178, 16, 475, 62, 41, 1, 1, 1, 1, 14, 7, 755, 33, 135, 7, 78, 201, 3, 48, 1, 1604, 27, 52, 2, 59, 61, 2, 108, 6, 221, 85, 304, 2, 299, 112, 1, 535, 2, 1, 0, 1, 2, 1, 1, 3, 26, 31, 1, 56, 0, 0, 2, 1, 4, 1, 7, 2, 1, 63, 6, 6, 41, 1, 6, 11, 6, 3, 2, 3, 4, 1, 1, 0, 10, 1, 6, 6, 6, 6, 34, 6, 6, 6, 29, 2, 6, 6, 32, 7, 0, 3, 6, 6, 2, 6, 2, 3, 26, 54, 10, 2, 331, 1, 1, 6, 4, 0, 1, 0, 1, 2, 0, 7, 1, 1, 1, 0, 2, 1, 1, 1, 2, 5, 1, 2, 14, 4, 16, 13, 296, 1, 66, 131, 6, 4, 4, 0, 2, 2, 0, 59, 4, 12, 0, 8, 2, 494, 19, 2, 4, 45, 1, 1, 2, 2, 3, 1, 1, 2, 4, 8, 16, 82, 3, 2, 5, 13, 13, 11, 1, 43, 4, 4, 35, 102, 30, 158, 94, 139, 8, 1, 1, 1, 1, 398, 16, 3, 328, 6, 2, 1, 1, 1, 2, 1, 1, 3, 115, 6, 6, 1, 38, 1, 1, 394, 1, 395, 19, 2, 1, 1, 20, 2, 1, 1, 0, 21, 141, 0, 17, 11, 145, 2, 2, 1, 1, 2, 59, 3, 10, 1, 6, 1, 1, 3, 7, 861, 4, 22, 18, 15, 2, 53, 8, 2, 13, 31, 8, 172, 40, 6, 2, 2, 26, 210, 6, 7, 1, 9, 0, 22, 30, 3, 198, 6, 6, 4, 4, 6, 9, 9, 11, 5, 1, 1, 3, 2, 1, 182, 4, 2, 1, 3, 44, 0, 2030, 0, 47, 0, 1, 5, 45, 45]"
7598,3,"[30, 12]"
9325,5,"[579, 303, 2, 0]"
9172,5,"[579, 303, 2, 0]"
11806,5,"[579, 303, 2, 0]"
12618,5,"[579, 303, 2, 0]"
8116,11,"[32, 23, 47, 1223, 78, 14, 4, 4, 12, 2]"
8192,12,"[378, 30, 12, 89, 146, 2, 16, 38, 60, 5, 9]"
8367,5,"[359, 4, 4, 4]"
8403,14,"[4, 0, 6, 2, 0, 36, 1487, 381, 61, 52, 983, 21, 1]"
8694,5,"[191, 11, 16, 27]"
8702,8,"[28, 18, 25, 2, 7, 7, 0]"
8704,3,"[2069, 11]"
8745,5,"[522, 341, 33, 35]"
8882,3,"[302, 30]"
9085,9,"[25, 3, 72, 2, 13, 12, 28, 6]"
11840,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0]"
29016,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0]"
