id,chain_len,distances
56717,15,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0, 0]"
27785,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
56718,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
46250,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
54906,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
22186,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
33135,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
15290,5,"[23, 138, 4, 0]"
15294,3,"[24, 0]"
15323,6,"[159, 0, 0, 0, 41]"
15359,18,"[159, 0, 0, 0, 0, 27, 14, 5, 0, 0, 4, 1, 1, 4, 2, 123, 44]"
15370,10,"[180, 123, 0, 243, 4, 1, 1, 4, 6]"
15379,13,"[180, 123, 0, 235, 1, 3, 1, 252, 0, 23, 5, 51]"
15405,24,"[180, 123, 104, 152, 11, 12, 12, 6, 6, 0, 1, 1, 40, 45, 2, 12, 85, 127, 116, 2, 2, 3, 6]"
15415,6,"[547, 135, 25, 1, 133]"
47492,12,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 0]"
21334,12,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 0]"
15734,39,"[922, 102, 679, 10, 12, 151, 0, 0, 25, 48, 112, 2, 223, 2, 7, 7, 102, 6, 2, 1, 0, 142, 142, 3, 1, 23, 13, 3, 28, 1, 7, 1, 2, 2, 1, 1, 2, 1]"
15735,12,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 803]"
15737,12,"[180, 123, 104, 152, 11, 12, 124, 6, 0, 0, 8]"
17185,15,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 192, 11]"
17201,10,"[517, 50, 2, 2, 4, 765, 6, 7, 1]"
17207,7,"[1694, 0, 74, 69, 0, 68]"
17237,7,"[1289, 505, 2, 2, 0, 4]"
17268,29,"[1583, 30, 58, 6, 5, 7, 3, 6, 3, 38, 2, 97, 39, 276, 23, 1, 1, 6, 191, 1, 1, 93, 31, 78, 1, 171, 3, 3]"
17300,3,"[181, 1]"
17310,17,"[92, 79, 0, 0, 62, 0, 121, 3, 2, 5, 1, 2, 3, 1, 6, 0]"
17316,8,"[205, 148, 2, 12, 29, 18, 25]"
17365,49,"[2175, 12, 64, 125, 199, 223, 185, 2177, 8, 1, 0, 17, 78, 2280, 166, 118, 39, 1032, 6, 10, 670, 137, 2, 24, 91, 1, 1, 27, 85, 29, 86, 2459, 17, 1, 1, 0, 1950, 18, 3, 388, 288, 203, 0, 110, 2, 97, 452, 396]"
17388,24,"[227, 1, 44, 73, 46, 3, 135, 21, 156, 23, 31, 5, 103, 110, 19, 4, 206, 6, 126, 6, 41, 196, 3]"
17390,3,"[233, 24]"
17399,10,"[185, 58, 6, 5, 160, 2, 2, 21, 3]"
17408,3,"[75, 167]"
17422,14,"[72, 157, 26, 2, 0, 4, 181, 35, 5, 18, 2, 1, 2]"
17424,13,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 4, 24]"
17425,4,"[547, 1095, 35]"
17431,14,"[72, 157, 26, 2, 0, 4, 181, 35, 3, 20, 1, 1, 1]"
17432,12,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 24]"
17457,3,"[918, 12]"
17460,4,"[43, 1901, 1]"
17468,9,"[1584, 85, 2, 51, 9, 5, 6, 12]"
17473,3,"[1843, 2]"
17479,3,"[1389, 8]"
17487,4,"[1101, 72, 2]"
17525,6,"[363, 108, 0, 471, 471]"
17540,9,"[4020, 219, 96, 1592, 1873, 3860, 1189, 803]"
17546,3,"[0, 146]"
17791,4,"[398, 0, 0]"
17817,17,"[398, 59, 239, 57, 228, 58, 163, 164, 162, 0, 57, 528, 33, 83, 83, 136]"
17652,84,"[280, 1, 61, 1, 4, 149, 1, 227, 16, 0, 40, 7, 111, 15, 148, 2, 6, 111, 15, 6, 148, 22, 51, 16, 16, 46, 164, 1133, 2624, 8, 3, 418, 113, 206, 145, 33, 156, 424, 33, 2, 3, 35, 2, 218, 110, 293, 13, 136, 4, 42, 85, 16, 0, 42, 138, 172, 328, 462, 192, 1, 4, 29, 112, 2, 2, 14, 20, 2, 38, 125, 50, 83, 83, 117, 4, 2, 79, 81, 2, 159, 36, 230, 115]"
17664,11,"[0, 2846, 588, 2471, 1315, 0, 0, 52, 1315, 1369]"
17681,18,"[373, 0, 63, 63, 69, 77, 0, 57, 2934, 3107, 32, 8, 24, 40, 8, 8, 67]"
17752,16,"[92, 79, 0, 0, 62, 0, 0, 4, 24, 1, 0, 1, 1, 4, 5]"
17689,3,"[571, 12]"
17715,18,"[392, 2, 2, 6, 8, 1, 5, 2, 14, 70, 14, 132, 4, 28, 8, 0, 0]"
17717,4,"[385, 29, 8]"
17719,5,"[453, 8, 37, 8]"
17721,3,"[431, 8]"
17729,3,"[289, 8]"
17741,41,"[57, 391, 60, 240, 57, 228, 57, 162, 57, 532, 373, 33, 83, 118, 143, 33, 83, 116, 142, 33, 85, 118, 3675, 488, 956, 956, 205, 205, 42, 58, 14, 44, 44, 6, 60, 54, 65, 42, 42, 82]"
17745,4,"[260, 1, 8]"
17747,12,"[180, 123, 104, 152, 11, 12, 124, 6, 0, 0, 8]"
17758,15,"[458, 0, 70, 24, 2, 1, 1, 2, 1, 2, 1, 1, 1, 3]"
17770,13,"[3454, 455, 154, 4, 2, 211, 13, 22, 51, 23, 229, 0]"
17776,3,"[109, 2]"
17878,34,"[471, 108, 508, 0, 508, 0, 0, 452, 557, 218, 57, 178, 12, 415, 376, 12, 243, 7, 238, 63, 58, 57, 130, 212, 20, 110, 8, 99, 146, 145, 153, 185, 6]"
19020,35,"[304, 17, 6, 6, 6, 49, 5, 44, 0, 7, 43, 6, 163, 37, 79, 65, 6240, 4558, 245, 3626, 14, 2, 109, 46, 1, 45, 8, 58, 1, 0, 5131, 5131, 4978, 2227]"
17883,11,"[2883, 75, 1, 17, 25, 1605, 229, 174, 1665, 19]"
17894,61,"[125, 4, 17, 13, 3473, 2, 84, 3, 97, 82, 2, 84, 259, 1609, 18, 163, 4162, 3454, 326, 153, 0, 0, 671, 2149, 2230, 2, 244, 6, 1627, 17, 131, 23, 33, 86, 76, 2026, 82, 12, 6, 2, 2414, 782, 2, 1083, 1, 816, 2, 2, 2, 2448, 36, 2, 2, 2, 8, 93, 4, 5, 169, 84]"
17921,18,"[355, 46, 2, 41, 42, 54, 12, 108, 0, 26, 95, 42, 84, 37, 36, 25, 113]"
17931,15,"[1983, 37, 1, 14, 2, 4, 1718, 4, 19, 8, 13, 2, 1, 2]"
17941,3,"[2496, 12]"
17962,4,"[4640, 287, 702]"
17999,3,"[7042, 0]"
18018,12,"[2173, 22, 1247, 701, 2089, 18, 10, 36, 149, 149, 20]"
18019,3,"[3550, 20]"
18020,6,"[999, 10, 10, 35, 20]"
18026,58,"[1571, 0, 98, 29, 580, 588, 46, 1217, 2, 933, 129, 4, 73, 487, 410, 8, 258, 1, 1, 50, 2, 433, 33, 523, 8, 327, 2, 101, 8, 354, 7, 0, 12, 285, 359, 8, 4, 4, 8, 229, 567, 419, 47, 4, 1, 2, 43, 13, 4, 20, 1, 269, 3, 1, 62, 12, 96]"
18065,24,"[366, 2, 2, 2, 3, 12, 1, 14, 14, 80, 1, 1, 115, 4, 1, 2, 1, 1, 7, 7, 6, 93, 1]"
18105,6,"[8436, 1966, 19, 2, 84]"
18124,8,"[547, 142, 25, 1, 379, 7, 9072]"
18115,8,"[7325, 115, 304, 0, 152, 7831, 0]"
18120,6,"[12049, 158, 298, 279, 63]"
18123,4,"[1027, 1, 0]"
18134,9,"[195, 3, 46, 12, 2, 3, 3, 1]"
18142,11,"[180, 0, 130, 11, 130, 13, 1, 67, 13, 2]"
18176,16,"[243, 12, 131, 126, 14, 2, 1, 37, 12, 74, 98, 125, 2, 12, 0]"
18190,15,"[154, 94, 80, 141, 6, 0, 24, 39, 8, 43, 43, 44, 8, 0]"
18191,5,"[180, 123, 104, 160]"
18221,31,"[3902, 16, 14, 50, 1, 61, 0, 33, 14, 13, 37, 3149, 12, 2, 49, 7, 4, 3163, 60, 14, 46, 0, 36, 525, 3246, 721, 308, 5029, 5029, 3205]"
19799,18,"[160, 308, 514, 509, 67, 284, 160, 64, 460, 33, 83, 180, 4105, 3295, 0, 2081, 2964]"
18765,31,"[398, 58, 60, 45, 251, 2, 1, 6, 13, 189, 58, 11, 76, 110, 6, 60, 6, 414, 2, 59, 92, 59, 147, 1, 1, 60, 183, 2, 59, 4190]"
18296,41,"[2, 2, 1, 2, 7, 3, 29, 4, 5, 137, 6, 66, 6, 14, 1, 55, 55, 10, 89, 17, 8, 106, 3, 1, 11, 9, 44, 2, 0, 6, 126, 36, 67, 8, 8, 11, 11, 11, 62, 62]"
18346,25,"[260, 3, 1, 0, 1, 13, 10, 19, 24, 1, 51, 1, 1, 2, 53, 2, 45, 1, 4, 6, 1, 40, 1, 1]"
18423,77,"[1, 1, 58, 4, 9, 6, 54, 144, 2, 2, 142, 433, 1728, 79, 10, 110, 852, 12, 2829, 137, 1, 2903, 2902, 556, 13, 363, 361, 86, 3, 10, 405, 646, 258, 11, 2, 12, 38, 26, 90, 26, 26, 34, 898, 1, 1, 6, 486, 92, 350, 4, 13, 151, 2, 4, 2, 489, 3, 30, 102, 874, 12, 765, 152, 39, 403, 0, 76, 562, 261, 5, 491, 68, 5841, 2456, 0, 2095]"
18479,141,"[260, 93, 57, 11, 68, 5, 71, 68, 5, 97, 150, 8, 24, 48, 8, 43, 114, 86, 13, 5, 1, 2, 32, 4, 2, 27, 2, 37, 2, 2, 10, 36, 2, 40, 17, 0, 170, 1, 1, 2, 5, 22, 40, 99, 2, 61, 58, 6, 8, 4, 12, 6, 32, 6, 122, 4, 3, 6, 91, 6, 4857, 3991, 1776, 4, 3, 191, 152, 39, 137, 1, 90, 192, 304, 38, 539, 302, 11, 28, 2, 49, 11, 356, 195, 1, 64, 6, 182, 38, 41, 33, 59, 202, 152, 29, 228, 520, 216, 4547, 0, 1101, 1032, 2114, 117, 36, 62, 241, 241, 0, 1, 523, 575, 2198, 1959, 1742, 35, 0, 154, 2177, 241, 283, 130, 5, 21, 110, 504, 37, 84, 6, 156, 6, 113, 6, 144, 18, 41, 42, 5683, 4296, 2014, 2160]"
19019,68,"[195, 2, 193, 8, 8, 67, 86, 87, 38, 89, 123, 100, 23, 0, 10, 10, 367, 12, 49, 51, 285, 56, 2, 285, 347, 4, 2, 56, 269, 447, 28, 635, 28, 8, 6, 476, 6, 438, 16, 4, 2, 24, 343, 30, 59, 2, 22, 0, 0, 6, 215, 30, 24, 27, 165, 12, 10, 10, 140, 28, 24, 14, 12, 138, 12, 10, 10]"
18558,5,"[246, 4, 2, 2]"
18717,7,"[265, 1, 90, 1, 2, 0]"
18565,5,"[108, 34, 51, 34]"
18579,3,"[457, 1]"
18586,3,"[535, 592]"
18639,29,"[353, 172, 41, 28, 57, 94, 0, 5438, 3166, 3420, 30, 106, 112, 99, 148, 148, 128, 162, 124, 161, 16, 131, 447, 396, 2719, 2594, 2440, 2716]"
18644,28,"[482, 0, 123, 100, 78, 1, 79, 1, 132, 311, 65, 114, 98, 2452, 1276, 199, 473, 4162, 4162, 3264, 259, 627, 0, 0, 3466, 3810, 1221]"
18939,18,"[221, 216, 224, 57, 58, 181, 42, 99, 105, 65, 439, 1, 33, 82, 115, 4211, 4781]"
18766,58,"[377, 68, 229, 0, 0, 75, 256, 44, 137, 0, 221, 80, 688, 362, 80, 85, 92, 0, 3955, 1, 4234, 4147, 4147, 4117, 1298, 707, 4006, 3978, 1050, 0, 192, 86, 0, 543, 543, 544, 261, 644, 797, 371, 75, 782, 764, 764, 764, 85, 601, 711, 53, 10, 10, 11, 66, 206, 275, 0, 4757]"
20187,30,"[383, 207, 0, 136, 9, 0, 531, 519, 51, 114, 38, 154, 25, 41, 55, 0, 0, 0, 3661, 2266, 2266, 360, 695, 907, 2127, 952, 952, 952, 4857]"
20017,14,"[397, 58, 222, 57, 217, 58, 166, 59, 490, 33, 84, 116, 6197]"
20048,4,"[6440, 4781, 4781]"
19276,4,"[3903, 4857, 0]"
18781,26,"[3550, 460, 10, 837, 405, 12, 3, 1, 1183, 28, 25, 149, 1, 4, 4, 5, 6, 272, 255, 89, 278, 276, 245, 268, 53]"
19254,6,"[4334, 344, 273, 67, 0]"
19957,6,"[4334, 344, 273, 67, 0]"
20198,7,"[4334, 344, 273, 67, 0, 0]"
19064,6,"[4334, 344, 273, 67, 0]"
19881,6,"[4334, 344, 273, 67, 0]"
19761,6,"[4334, 344, 273, 67, 0]"
19448,6,"[4334, 344, 273, 67, 0]"
19227,6,"[4334, 344, 273, 67, 0]"
19457,6,"[4334, 344, 273, 67, 0]"
18953,10,"[830, 0, 2839, 375, 77, 2910, 0, 0, 0]"
18918,7,"[4334, 344, 273, 67, 2385, 0]"
19626,9,"[4334, 344, 273, 67, 2385, 0, 0, 0]"
19739,9,"[4334, 344, 273, 67, 2385, 0, 0, 0]"
18886,21,"[337, 28, 27, 44, 128, 26, 1, 40, 62, 115, 5, 41, 106, 1, 4, 1, 49, 1, 2, 50]"
18906,4,"[4431, 3206, 0]"
19884,19,"[382, 56, 224, 57, 154, 57, 89, 57, 474, 33, 82, 115, 1971, 0, 0, 2264, 26, 4199]"
18943,34,"[1, 12, 29, 6, 10, 19, 3, 0, 6, 9, 82, 15, 9, 50, 4, 6, 9, 37, 10, 136, 69, 2, 57, 92, 25, 4075, 758, 125, 561, 2, 12, 2012, 1179]"
19115,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 0]"
19265,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 0]"
19186,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 0]"
19052,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 0]"
19634,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 0]"
19915,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 0]"
19281,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 0]"
19275,4,"[879, 7, 0]"
18969,4,"[879, 7, 0]"
19209,4,"[879, 7, 0]"
19135,4,"[879, 7, 0]"
19966,4,"[879, 7, 0]"
19159,4,"[879, 7, 0]"
19636,4,"[879, 7, 0]"
18961,12,"[425, 81, 278, 0, 0, 16, 108, 20, 66, 10, 17]"
19084,10,"[227, 74, 92, 70, 0, 0, 0, 0, 0]"
18998,9,"[4334, 344, 273, 67, 2385, 0, 0, 44]"
54283,3,"[70, 3]"
19029,9,"[297, 36, 193, 3, 2, 190, 110, 2]"
19046,7,"[334, 20, 8, 1, 121, 38]"
19061,11,"[7654, 177, 2099, 1578, 201, 1377, 23, 6589, 7486, 234]"
19063,3,"[259, 45]"
19132,16,"[227, 74, 92, 12, 0, 82, 12, 0, 70, 70, 25, 24, 67, 1, 6]"
19139,7,"[227, 74, 22, 1, 12, 6]"
19142,6,"[4334, 344, 273, 67, 1022]"
19144,18,"[286, 64, 185, 6, 51, 190, 57, 137, 79, 401, 33, 82, 115, 4213, 1592, 4788, 3679]"
19195,67,"[377, 68, 229, 0, 0, 75, 256, 44, 137, 0, 221, 80, 688, 362, 80, 85, 92, 0, 3955, 1, 4234, 4147, 4147, 4117, 1298, 707, 4006, 3978, 1050, 0, 192, 86, 0, 543, 543, 544, 261, 644, 797, 371, 75, 782, 764, 764, 764, 85, 601, 711, 53, 10, 10, 11, 66, 206, 275, 0, 3659, 2271, 839, 1099, 621, 5325, 2461, 3992, 5445, 1]"
19215,22,"[318, 20, 94, 1, 1, 82, 0, 1, 1, 145, 71, 1, 2, 59, 1, 1, 49, 1, 1, 3, 2]"
19271,11,"[4334, 344, 273, 67, 3893, 4781, 3700, 24, 0, 12]"
19277,35,"[337, 28, 27, 44, 128, 26, 1, 40, 62, 115, 5, 41, 106, 1, 4, 1, 49, 1, 2, 50, 1, 181, 84, 113, 1, 90, 4088, 36, 2, 90, 2, 6, 50, 3337]"
19298,49,"[363, 6, 9, 4, 2, 48, 65, 0, 65, 65, 167, 167, 167, 52, 84, 42, 70, 43, 217, 35, 70, 110, 12, 28, 5123, 879, 2714, 21, 134, 156, 159, 143, 133, 0, 130, 147, 158, 164, 2592, 5441, 185, 44, 5179, 1, 55, 2512, 35, 10202]"
19299,18,"[0, 55, 223, 57, 173, 0, 57, 138, 57, 468, 33, 82, 115, 4208, 5, 0, 3220]"
19309,9,"[4334, 344, 273, 67, 2385, 0, 0, 253]"
19323,22,"[4334, 344, 273, 67, 2385, 0, 0, 0, 3358, 4077, 58, 221, 57, 217, 59, 167, 57, 489, 33, 84, 115]"
19324,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 369]"
19328,30,"[227, 13, 12, 6, 161, 93, 47, 2, 53, 51, 1, 2433, 2, 292, 11, 57, 0, 541, 535, 218, 1177, 951, 183, 474, 456, 1743, 1748, 2553, 78]"
19341,4,"[879, 7, 198]"
19472,19,"[382, 16, 72, 11, 231, 0, 9, 228, 250, 180, 57, 137, 57, 474, 33, 82, 115, 3561]"
21328,36,"[586, 0, 0, 0, 0, 0, 0, 2, 0, 12, 2, 250, 12, 58, 0, 94, 94, 4, 61, 1, 1015, 4, 6, 1, 3637, 67, 52, 6, 214, 220, 81, 116, 102, 5088, 148]"
19484,36,"[11, 48, 81, 76, 50, 39, 81, 34, 24, 40, 76, 32, 2918, 4453, 4759, 2212, 3068, 852, 879, 1, 554, 168, 2414, 145, 2097, 260, 455, 2, 14, 4819, 1880, 0, 3771, 1347, 1419]"
19507,18,"[2438, 1135, 1135, 391, 1281, 26, 354, 1459, 1461, 1939, 2293, 246, 650, 83, 11, 1355, 2294]"
19528,22,"[413, 41, 1, 110, 2, 17, 2, 233, 137, 59, 218, 43, 179, 143, 59, 435, 37, 85, 119, 4205, 13]"
19613,43,"[616, 347, 137, 4, 13, 5, 18, 2, 4, 4, 88, 4, 4, 102, 0, 4, 101, 25, 4, 139, 18, 18, 33, 63, 8, 51, 6355, 649, 4971, 20, 10, 2, 2, 24, 24, 0, 1619, 14, 1704, 12, 160, 0]"
19638,21,"[216, 2856, 739, 4298, 6109, 3, 5247, 5247, 6651, 2615, 1, 465, 3119, 83, 171, 99, 106, 34, 40, 9]"
19643,8,"[401, 69, 0, 255, 1, 157, 92]"
19657,23,"[236, 0, 21, 93, 14, 0, 352, 0, 352, 84, 6, 55, 6, 123, 24, 40, 55, 4282, 240, 815, 0, 2733]"
19684,11,"[401, 238, 159, 97, 9, 438, 36, 84, 118, 4211]"
19686,11,"[401, 238, 159, 97, 9, 438, 36, 84, 118, 6201]"
19740,43,"[581, 31, 186, 131, 0, 12, 128, 12, 106, 12, 262, 17, 166, 29, 17, 5, 0, 321, 4, 2, 17, 5, 151, 12, 234, 12, 111, 13, 90, 304, 203, 230, 274, 0, 281, 259, 346, 294, 6576, 1110, 667, 145]"
19754,18,"[419, 0, 2, 57, 226, 57, 2, 185, 58, 139, 61, 480, 34, 83, 116, 4209, 4792]"
19883,16,"[3542, 1816, 0, 2800, 2894, 370, 4309, 4309, 2994, 2800, 4201, 0, 4219, 2802, 15]"
19769,6,"[4334, 344, 273, 67, 3353]"
19777,9,"[4334, 344, 273, 67, 2385, 0, 0, 91]"
19783,45,"[879, 7, 1481, 67, 155, 156, 1645, 0, 121, 0, 0, 521, 0, 0, 0, 670, 308, 0, 2559, 336, 849, 947, 150, 25, 2651, 311, 192, 161, 2018, 192, 176, 2001, 2001, 2303, 734, 364, 0, 364, 1, 1, 635, 29, 71, 95]"
19975,3,"[1045, 0]"
19970,3,"[4406, 0]"
19851,35,"[297, 36, 193, 3, 2, 190, 110, 2, 148, 7, 2, 83, 13, 6, 64, 6, 147, 36, 64, 65, 3742, 67, 104, 217, 412, 3111, 822, 21, 2392, 3375, 3299, 1540, 35, 61]"
19907,82,"[0, 19, 19, 74, 49, 0, 12, 11, 23, 171, 0, 0, 0, 0, 218, 50, 38, 219, 0, 55, 206, 39, 67, 19, 62, 598, 531, 83, 0, 32, 80, 409, 2, 2, 0, 599, 946, 597, 87, 181, 201, 282, 445, 2883, 215, 79, 3689, 332, 450, 333, 3939, 174, 1, 0, 31, 2611, 2680, 70, 890, 3372, 769, 332, 4607, 0, 0, 3767, 0, 3647, 2717, 1824, 3409, 3134, 3377, 3922, 1025, 5793, 4521, 3553, 1642, 1642, 1642]"
19920,23,"[337, 19, 52, 58, 132, 58, 106, 53, 297, 51, 1, 107, 51, 37, 39, 293, 58, 302, 77, 135, 61, 128]"
19939,3,"[2454, 2]"
49665,3,"[147, 0]"
19954,26,"[332, 39, 6, 88, 25, 104, 48, 69, 4283, 2141, 1238, 38, 3688, 2177, 39, 2470, 3910, 0, 1700, 0, 24, 232, 0, 245, 6734]"
19983,17,"[4334, 344, 273, 67, 1360, 26, 22, 11, 47, 66, 2, 212, 63, 24, 2, 80]"
19996,3,"[276, 0]"
19993,15,"[384, 56, 225, 58, 182, 57, 140, 59, 478, 34, 83, 80, 4174, 3205]"
20013,14,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 0, 1159, 87]"
20022,10,"[211, 0, 0, 0, 0, 174, 39, 191, 58]"
20043,13,"[183, 24, 50, 44, 4201, 2, 697, 129, 2789, 1, 8, 2889]"
20065,3,"[2950, 24]"
20077,61,"[0, 3, 0, 12, 12, 8, 1, 0, 3, 2, 8, 9, 9, 92, 18, 1, 63, 35, 45, 34, 153, 24, 40, 55, 4981, 3336, 3697, 3950, 2435, 2, 3102, 1302, 4316, 87, 1773, 279, 1719, 2247, 354, 438, 1, 1576, 561, 640, 120, 2147, 48, 24, 24, 0, 107, 119, 2, 37, 14, 12, 35, 58, 12, 128]"
20112,8,"[5137, 5267, 5265, 2617, 2491, 784, 784]"
20120,3,"[3563, 30]"
20122,3,"[2834, 3]"
20125,11,"[879, 7, 0, 2166, 11, 24, 33, 3, 0, 73]"
20128,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 3167]"
20138,27,"[396, 58, 221, 57, 218, 58, 166, 59, 489, 33, 84, 115, 291, 58, 226, 59, 212, 60, 164, 59, 487, 33, 89, 0, 5, 115]"
20143,104,"[392, 197, 3, 1, 0, 25, 0, 37, 2291, 6, 1373, 0, 1632, 2472, 105, 0, 81, 104, 181, 7, 1, 47, 0, 6, 36, 6, 226, 33, 110, 33, 85, 1, 77, 0, 4278, 6, 950, 0, 220, 225, 13, 42, 19, 1, 156, 2, 35, 757, 781, 111, 202, 10, 41, 14, 12, 302, 580, 380, 510, 890, 14, 18, 18, 2, 0, 16, 250, 2, 281, 107, 54, 12, 499, 2, 3, 504, 14, 18, 0, 2, 3950, 3857, 736, 886, 863, 2095, 2, 30, 687, 4507, 3675, 3446, 10, 12, 401, 336, 445, 592, 14, 2, 1032, 479, 0]"
20155,81,"[227, 13, 16, 93, 121, 124, 1, 53, 47, 92, 1, 93, 46, 53, 146, 78, 190, 38, 73, 38, 68, 37, 251, 144, 101, 112, 538, 255, 258, 129, 2143, 2016, 2436, 1466, 0, 2575, 144, 0, 1619, 605, 1067, 48, 0, 2571, 2571, 19, 3589, 1, 274, 126, 90, 74, 0, 2864, 2443, 2442, 1640, 1619, 809, 1326, 1368, 1153, 1169, 144, 226, 38, 206, 70, 1, 2951, 3272, 2184, 187, 2235, 134, 134, 174, 13, 92, 0]"
20167,11,"[194, 12, 1, 129, 24, 4, 110, 27, 1, 37]"
20172,27,"[28, 4, 2, 34, 0, 6, 48, 1, 43, 43, 6, 52, 6, 151, 24, 48, 43, 6191, 4610, 51, 25, 5, 4, 9, 2293, 2152]"
20175,48,"[1355, 232, 265, 554, 211, 254, 2352, 1930, 1894, 132, 270, 270, 124, 1505, 1084, 1725, 369, 1407, 331, 453, 2160, 589, 4, 4, 4, 4, 2, 1572, 4, 0, 7, 1698, 879, 0, 847, 554, 2, 2, 2, 606, 798, 2701, 2395, 3502, 1, 3021, 2234]"
20181,6,"[4943, 2188, 0, 2126, 0]"
20182,9,"[245, 32, 92, 72, 39, 1, 0, 81]"
20200,11,"[2847, 18, 1, 25, 2, 4, 1, 1, 2897, 4]"
20219,11,"[902, 2, 2, 24, 1, 110, 26, 2, 6, 47]"
20257,5,"[175, 6, 6, 36]"
20287,3,"[5807, 18]"
20289,9,"[4946, 6815, 2, 2, 2, 7211, 2834, 2466]"
20309,7,"[830, 0, 2386, 1381, 833, 4]"
20546,19,"[227, 74, 92, 70, 0, 0, 0, 100, 3, 3, 4, 4, 0, 2, 1, 3, 2, 2]"
20535,12,"[199, 1, 1, 1, 6, 7, 1, 7, 51, 1, 47]"
20592,17,"[186, 113, 1, 37, 12, 2, 72, 2, 59, 50, 0, 21, 20, 1, 7, 12]"
20643,4,"[1921, 83, 50]"
20652,8,"[409, 11, 290, 2, 1, 15, 272]"
20765,3,"[1072, 663]"
20868,63,"[830, 0, 135, 792, 212, 0, 306, 1249, 1232, 1, 1, 1262, 7, 0, 0, 0, 1425, 6, 40, 4, 1, 3, 1, 1, 1, 174, 174, 6, 1, 1, 1, 1, 173, 51, 1, 1, 1, 1, 1109, 979, 938, 2422, 92, 1, 8, 8, 6, 4, 66, 82, 26, 16, 10, 2, 6, 2620, 4329, 979, 938, 2337, 4175, 974]"
20901,46,"[2858, 2, 337, 21, 35, 257, 0, 2, 2926, 132, 131, 125, 256, 2, 73, 59, 2, 12, 2, 2, 4, 978, 2, 2, 18, 2, 372, 13, 4, 2, 254, 226, 0, 4, 4, 1479, 65, 451, 451, 1800, 34, 293, 251, 42, 85]"
20904,16,"[1484, 709, 747, 1349, 2, 928, 0, 8, 423, 11, 78, 207, 1080, 2, 1]"
20991,17,"[5590, 422, 701, 6, 2, 210, 162, 346, 645, 1042, 0, 75, 148, 74, 2, 73]"
20995,7,"[2263, 63, 1047, 50, 54, 20]"
21113,26,"[3378, 456, 71, 2, 23, 1, 132, 12, 2, 6, 3, 72, 916, 24, 1, 144, 122, 3561, 188, 79, 79, 10, 3, 3, 0]"
21125,13,"[8715, 0, 4713, 319, 222, 74, 147, 26, 75, 96, 178, 190]"
21129,5,"[1218, 65, 135, 2017]"
21139,11,"[293, 2, 122, 11, 78, 6, 6, 72, 64, 238]"
21177,25,"[389, 21, 4, 2, 5, 1184, 4, 8, 2, 2, 6, 108, 16, 2, 2, 1, 89, 0, 0, 0, 0, 0, 0, 0]"
21186,7,"[1477, 0, 0, 164, 0, 296]"
21195,6,"[173, 400, 209, 507, 70]"
21197,6,"[1512, 0, 0, 1155, 1]"
21217,7,"[830, 332, 928, 2, 2, 2]"
21239,3,"[2, 58]"
21246,3,"[1, 11]"
29186,5,"[167, 5, 123, 1]"
21272,12,"[199, 35, 19, 144, 4, 155, 191, 400, 44, 288, 278]"
21275,10,"[180, 123, 104, 152, 11, 12, 0, 24, 106]"
21315,31,"[843, 14, 33, 0, 189, 1, 1, 1, 892, 1, 36, 66, 2, 828, 31, 1, 2695, 2672, 157, 3055, 4197, 199, 44, 5, 168, 352, 1, 25, 26, 1328]"
21326,7,"[830, 332, 0, 352, 817, 409]"
21332,8,"[180, 123, 104, 0, 126, 6, 5]"
21337,10,"[547, 142, 25, 1, 379, 7, 0, 895, 1]"
54356,7,"[227, 6, 6, 161, 6, 9]"
21362,5,"[15878, 23, 39, 704]"
21361,5,"[15878, 23, 39, 704]"
21364,6,"[15878, 23, 39, 716, 2]"
21372,6,"[4334, 344, 273, 67, 3]"
