"file","valid_spec","check","time_taken"
"data/code/4646.smt2",True,"['sat']",0.031720638275146484
"data/code/50283.smt2",True,"['sat']",0.036568641662597656
"data/code/48647.smt2",True,"['ERROR']",0.04588460922241211
"data/code/52135.smt2",True,"['ERROR']",0.0411832332611084
"data/code/20127.smt2",True,"['sat']",0.038825273513793945
"data/code/4722.smt2",True,"['sat']",0.04349851608276367
"data/code/13702.smt2",True,"['sat']",0.038405418395996094
"data/code/29184.smt2",True,"['sat']",0.04195404052734375
"data/code/30881.smt2",True,"['sat', 'sat']",0.04345893859863281
"data/code/46529.smt2",True,"['sat']",0.04201793670654297
"data/code/67404.smt2",True,"['ERROR']",0.039212703704833984
"data/code/49861.smt2",True,"['ERROR']",0.03907299041748047
"data/code/53324.smt2",True,"['ERROR']",0.03742504119873047
"data/code/18417.smt2",True,"['sat']",0.0412898063659668
"data/code/51092.smt2",True,"['sat', 'sat', 'sat', 'sat', 'sat', 'sat', 'sat', 'sat', 'sat', 'sat', 'unsat', 'sat']",0.042246103286743164
"data/code/51211.smt2",True,"['unsat']",0.032549142837524414
"data/code/13749.smt2",True,"['ERROR']",0.04330563545227051
"data/code/45646.smt2",False,"['ERROR']",0.007848978042602539
"data/code/20043.smt2",True,"['ERROR']",0.03867483139038086
"data/code/48997.smt2",True,"['sat']",0.04268932342529297
"data/code/46831.smt2",True,"['sat']",0.04114842414855957
"data/code/29228.smt2",True,"['ERROR']",0.04554343223571777
"data/code/50164.smt2",True,"['sat']",0.04435539245605469
"data/code/5578.smt2",True,"['ERROR']",0.04601693153381348
"data/code/10975.smt2",True,"['sat']",0.03952360153198242
"data/code/49456.smt2",True,"['sat']",0.03672504425048828
"data/code/24229.smt2",True,"['sat']",0.043700218200683594
"data/code/29307.smt2",True,"[]",0.03795456886291504
"data/code/10811.smt2",True,"['sat']",0.03898763656616211
"data/code/5457.smt2",True,"['ERROR']",0.038575172424316406
"data/code/6494.smt2",True,"['sat']",0.04059910774230957
"data/code/17870.smt2",True,"['sat']",0.03755664825439453
"data/code/17523.smt2",True,"['sat']",0.04678916931152344
"data/code/52299.smt2",True,"['ERROR']",0.04800891876220703
"data/code/17914.smt2",True,"['ERROR']",0.03297877311706543
"data/code/22012.smt2",True,"['ERROR']",0.041730642318725586
"data/code/55030.smt2",True,"['sat']",0.04669904708862305
"data/code/30599.smt2",True,"['sat']",0.048818349838256836
"data/code/11883.smt2",True,"['ERROR']",0.037035226821899414
"data/code/54345.smt2",True,"['sat']",0.03886079788208008
"data/code/49532.smt2",True,"['ERROR']",0.036334991455078125
"data/code/51375.smt2",True,"['sat']",0.039620399475097656
"data/code/56314.smt2",True,"['sat']",0.03942513465881348
"data/code/4769.smt2",True,"['sat']",0.03881692886352539
"data/code/56197.smt2",True,"['sat']",0.046926259994506836
"data/code/54221.smt2",True,"['ERROR']",0.026800155639648438
"data/code/56270.smt2",True,"['sat']",0.039725542068481445
"data/code/4996.smt2",True,"[]",0.0472259521484375
"data/code/57061.smt2",True,"['ERROR']",0.04984450340270996
"data/code/49579.smt2",True,"['sat']",0.0484161376953125
"data/code/52051.smt2",True,"['ERROR']",0.04786801338195801
"data/code/18573.smt2",True,"['unsat']",0.04647421836853027
"data/code/46685.smt2",True,"['sat']",0.04445171356201172
"data/code/49905.smt2",True,"['ERROR']",0.05079913139343262
"data/code/23248.smt2",True,"['ERROR']",0.04445505142211914
"data/code/47773.smt2",True,"['sat']",0.0479586124420166
"data/code/23080.smt2",True,"['ERROR']",0.047159433364868164
"data/code/5860.smt2",True,"['sat']",0.05275154113769531
"data/code/19485.smt2",True,"['sat']",0.046561241149902344
"data/code/9647.smt2",True,"['sat']",0.048310279846191406
"data/code/11637.smt2",True,"['ERROR']",0.04371380805969238
"data/code/655.smt2",True,"['sat']",0.0473170280456543
"data/code/55154.smt2",True,"['sat']",0.05390739440917969
"data/code/67560.smt2",True,"['unsat']",0.04918789863586426
"data/code/12790.smt2",True,"['ERROR']",0.042853593826293945
"data/code/53240.smt2",True,"['ERROR']",0.04535317420959473
"data/code/22176.smt2",True,"['sat']",0.047842979431152344
"data/code/12558.smt2",True,"['ERROR']",0.046404123306274414
"data/code/48723.smt2",True,"['sat']",0.0536036491394043
"data/code/5533.smt2",True,"['sat']",0.045523881912231445
"data/code/61710.smt2",False,"['ERROR']",0.003062725067138672
"data/code/50000.smt2",True,"['sat']",0.06839942932128906
"data/code/21252.smt2",True,"['ERROR']",0.014692306518554688
"data/code/21336.smt2",True,"['ERROR']",0.0163419246673584
"data/code/18538.smt2",True,"['sat', 'unsat']",0.016258716583251953
"data/code/48768.smt2",True,"['ERROR']",0.016357898712158203
"data/code/9350.smt2",True,"['sat']",0.016179323196411133
"data/code/18100.smt2",True,"['unsat']",0.01628899574279785
"data/code/47494.smt2",True,"['sat']",0.01723766326904297
"data/code/19606.smt2",True,"['ERROR']",0.016846418380737305
"data/code/18064.smt2",True,"['sat']",0.017069101333618164
"data/code/18694.smt2",True,"['ERROR']",0.017414331436157227
"data/code/46392.smt2",True,"['sat']",0.017413854598999023
"data/code/9198.smt2",True,"['sat']",0.018476247787475586
"data/code/46562.smt2",True,"['sat']",0.019278287887573242
